sample_id,before,current,end,keyword,next,project,start,type
1332,Krystal has a brother (#####) and a sister (######) on her moms side of the family and a sister (######) on her dads side of the family.,Krystal is fighting for her life.,19,fighting,"December 26th, 2017:My niece Krystal was finishing up with her school cheerleading as she continued to complain of constant knee pain.",e1846506775af7547d171c35f9e38117,11,battle
720,I cannot  walk because there are some small tumors in my spine.  ,I hope to fight cancer and other related pains in my body.  ,15,fight,I am therefore asking for any  monetary donation you feel led to give.,b83d6f64f13891f55571160f40efa660,10,battle
1282,We are both still working # will continue to as much as humanly possible.,"It's going to take little to no stress, lots of time & a huge amount of financial resources to beat cancer in the most effective way possible.",99,beat,I have literally seen my life flash before my eyes in the past 10 days.,66075775830ac35b47ed922fe91d19fc,95,battle
859,I'm asking for your support so that I may continue this fight.,"I'm fighting for my family, but most of all because my ""SON"" deserves to have his mother around for as long as he can!!!",12,fighting,Any donation at this critical time is very much appreciated!!!,e5d81e197d192062024585e056a509b8,4,battle
105,We are so grateful for your support!       ,"After an 8-year battle with cancer, ####### past away at the age of 51.",22,battle,"Following the funeral, her son, #######, and his three best friends decided to complete all of the items she left unfinished on her “dream board.",7e388d8d39f4e0cb0d3383931293ac6a,16,battle
487,###########,"Again .... a journey of resurrection life, surviving obstacles in life, becoming empowered and equipped through every process to overcome and live life on purpose for God's glory.   ",20,journey,###########,a26c6f21c9721d31e18dc1af72a7a5fd,13,journey
933,"I am 26 with clear ambitions of what I want to do with my life, loved ones I would do anything for, and every reason to be here.",My journey starts 10 years ago in 2006 when x-rays showed a mass growing in my lower tibia (shin bone) and pressing against my fibula.,10,journey,I remember leaving the doctor's office not knowing what this meant.,6762723641d90f0431d68c1e4838d658,3,journey
392,"The ### form I choose is a service project, meaning that it needs to do some good for the community around it.",The goal of this project is to generate funds to make impactful donations to ###################### to help fight against pediatric cancer.,113,fight,"The movie will premiere starting in April at the following locations: ###############, ############################, and #########.",aedc938907f6960412e634ecfbaa1d29,108,battle
606,,### has been fighting a silent battle with leukemia and recent testing reveals that the disease is progressing.  ,37,battle,"The official disease is called chronic lymphocystic leukemia, and ###'s battle, which started in 2011, has ramped up its toxic appearance.  ",b991b2f8453cd99cf1290ff75e271c0a,31,battle
1276,This diagnosis has delivered such a blow to ######## and those that love her.,She is such a strong person and will fight with every ounce of her being to beat this cancer.,42,fight,We are just trying to help make her journey easier for her to travel.,8d7f89ca34b17b4973d30a2d2e5e5a91,37,battle
289,wish come true – to help or inspire others – because we plan to distribute the completed film as widely as possible internationally.   ,"#### gave selflessly by letting a camera follow his personal journey, so let's give back by helping fulfill the legacy the wanted to leave behind.  ",68,journey,WHAT HAPPENS,a0b208ac955ae734936de40b579f4e01,61,journey
93,"If you are on twitter, you can follow me there as well.","All I dream of and want to do from the bottom of my heart, is to bring a smile to the faces of people from all over the world, and give hope to those who have fought or who are still fighting the battle against colorectal cancer.   ",191,fighting,"My motto is ""Don't let the fear of dying, keep you from living"".  ",ff3d45ff83dbfb20b1da0974e4170ab3,183,battle
944,"Years ago, my mom was diagnosed with #############.","With nothing short of a miracle, she went into remission after years of fighting.",80,fighting,"Now here we are, years later, and it’s back.",1a5d3bc309f9037c789cb86c4fa03825,72,battle
646,"Through the ############## soccer program, he shared his passion for the game and brought the joy of #####’s soccer to boys and girls from across the city.",#### is now fighting brain cancer and ################## ######################### is raising funds to help offset the costs of his recovery.,20,fighting,"#### underwent surgery on Tuesday, January 15th to remove the tumor and is now recovering at home with his family.",d4993f8e432ea8b721abd9155ce50e22,12,battle
749,It has become quite overwhelming for her and her family and the bills just keep coming in.,"Please consider any donation amount, so we can help ###### and ease her worries, because the last thing someone needs during their fight with cancer is worrying about medical bills.  ",136,fight,I know she has touched the hearts of many people over the years,0cbac0ba165db0f5994d7b1b8d9babd4,131,battle
1371,"I have used the money to pay medical debt, bills, food to stay alive, and copays to my doctors for treatment.",Thank you all for the encouragement and standing alongside me in my healing journey!,83,journey,"I truly believe this is NOT what is in the cards for me, but I do the best I can.",865733976df7455a413d02fe2b7a9874,76,journey
625,"The funding will help cover treatments that are not covered by her health insurance, doctors visits, and transportation.","We are beyond grateful to our family and friends who are praying for us, and who are standing alongside our path this journey.",112,path,We believe that God doesn't give you Cancer so we will not allow our mother to be taken if it is not her time.,01d39a2e58d29121fcf55959e832563f,108,journey
1034,########## is a big game even though it’s pretty easy to rush through and beat the game in like 4 hours.,"Our goal is to complete everything and kill every boss, but a rough sketch of our completion goals, in order of priority: 1. Beat the main quest 2.",129,beat,Beat the ### quest 3.,f91b305603770fc01e6f259895dea46d,125,battle
1195,"They need help with the following:-paying bills left after my mom’s check is gone-money for essentials like toiletries and household products-gas to and from radiation every day-travel expenses to ########## for his appointments, consultations, and surgery-food and lodging for my mom while he is in ### and food while he is recovering.-a new A/C unit as theirs just went out.","Fortunately, they were given window units to get them through the summer, but will need a new unit for heat in the winter.-money to pay someone to mow their lawn as my dad is often too worn out to mow (or someone to mow it)Dad is determined to win his fight.",247,win,"As he told me, he wants to see his granddaughter, ########, grow up.",1446d86137e676afa461ca8c7512ee2e,244,battle
765,She is taking so many different prescriptions to keep all of her side effects in check and they just make her feel terrible everyday.  ,We are currently doing chemotherapy to battle the cancer on her kidney and lungs but due to yet another set back her liver levels and white cells dropped to a dangerous level and had to postpone chemotherapy again.  ,45,battle,"The #######'s symptoms also cause setbacks, as also it affects her mobility, and can't left her self up & down on own, and  her feet become very swollen.",55ff865f95ad41840ac93c63c3556319,39,battle
1460,"He is the type of man that others look at, and inspire to be.  ","Please help ease some of the burden, so that ####, and his wife, ######, can concentrate on the fight that they are in.",101,fight,,70a531999eb92b1ff4d27c47bbdcb4de,96,battle
1409,"My doctors told me that they are seeing positive results from my treatments and I believe, with help, I will beat this horrible disease.",Any amount donated will help in my fight against cancer.,40,fight,Thank you in advance for you generosity and support.,bad401f13544620684952eb1e3866619,35,battle
922,I am now in this role – one of needing and asking for help.,I accept the fight and your help will allow me to cover heavy costs to do this.,18,fight,For those who are able to donate we will never be able to put into words how much we thank you.,523307dd6502b071eae523227ad59c9e,13,battle
827,>,you for your support in this fight.,34,fight,We are all praying that our little princess is going to make a full recovery.,a404658343ac1d68f503bfc0829c4332,29,battle
262,Cancer affects us all; whether you've been diagnosed with it yourself or you know and have supported someone who has it.,"So this ######### is a place where everyone who has been affected by cancer, no matter how, can express their feelings and tell us their journey.",144,journey,"Some stories will be sad, some will be happy but all stories in the ######### will be focused on what it's like to live with cancer.",5f63fd8cf2cd0be67ad7e4035ff64791,137,journey
995,"They are both overwhelmingly grateful for the help they have received to date but, unfortunately, more is needed.",Fighting this ###### is a long-term battle.,42,battle,"But with the help of friends and community, we are confident she can beat it!  ",df023cca01d783f819af7d31781e3d7d,36,battle
1395,"Any help, no matter how big or small, would be greatly appreciated.","Prayers are deeply appreciated as well, as he continues to fight his cancer battle.",82,battle,Thank you for your support!,bedce13f19541a5e94c8e1a700d298b6,76,battle
25,The body has incredible resilience and amazing powers of recuperation and recovery.,"To achieve this goal, we need to supply the body with the nutrients it requires, maximizing its fighting capacity and mobilizing all its resources, giving it a fighting chance!",104,fighting,”  ,4759b267d1cbd90e3e297bbf3bdb7502,96,battle
820,"The money will be used to pay doctor bills, child care, and living expenses.",###### is just starting her journey of cancer treatment so donations can be used immediatley and throughout the duration of her care.,35,journey,"###### (28), her husband #### (28), and ####### (4mo) are close friends of my wife, ###, and me.",c7984eb7a137b8d4d17c55bc42528567,28,journey
1207,"So far, we have been to #### two times for a total of three treatment sessions with Dr. ######.","Each day has has included ##### therapy , ############# , ######## therapy , Homeopathics and cancer fighting nutritional support from Dr. ########### called ###########",109,fighting,The results have been encouraging.,f91ed9fd385b67ccc259ad1fa5da1c88,101,battle
1440,"She misses them greatly when she's in the hospital, but has amazing family and friends in her life that are getting her through each and every day.  ",Please consider donating to this amazing woman and her family as they continue to fight this fight!!,87,fight,,f89853fcf5dbc4e864dbfb0632225c1b,82,battle
1041,My Nephew ########### was diagnosed with stage 4 liver and colon ###### in June 2015 at age 25.,He has been fighting it with chemo.,20,fighting,"The chemo had originally helped, but now it has done more damage to his liver.",6ef41882907a31087fc08df4964f4630,12,battle
38,He thought it would be a good outlet for my fears.,"At the time, we were still hopeful #### could beat the disease and live a long life.",50,beat,During the next ten months there were a series of events I never thought I would experience.,231fac5d4c282bd770451c5bc1a48580,46,battle
1320,This would be one big step forward to a stress free treatment process.,"￼  Funds would go toward the fight, treatment and expenses toward facilitating her treatments.",34,fight,"Food, lodging, gas and any other included to medical.",bed3d835e94a46278c116df9bb38f1b3,29,battle
343,*,"****************************************************************************************** Based on a true story of a man battling testicular cancer, ""###########################"" is a journey of courage, love, hope, and family.  ",192,journey,"With styles of music ranging from gospel and country to jazz and swing, Turning Thirty",8e31f6411c397b7a8bd98ee463bf7c99,185,journey
395,Recently he has focused on acting in feature films like ###### (starring ##############) where he plays an enforcer and the new international TV series #### where he plays a police officer.  ,He has a passion for fighting and bringing a realistic approach and technique to fight scenes in productions of all sizes.,29,fighting,IDALINA LEANDRO -,872631d0a54b587f2182d15a20a507ee,21,battle
862,,"We, the ###### family, are so grateful  for all of the generosity that has enabled us to fight ###’s battle with such kindness, love and faith by all of you over the past 9 months.",94,fight,### was constantly moved to tears and humbled as the love poured in and his heart was full.,981c9e631f7e8f1f5805d878851afc7b,89,battle
645,,My darling brother - in - law is battling stage 4 nueroendocrine ######.  ,41,battling,He was diagnosed this summer and currently finished his third round of chemotherapy.   ,c6af6008e74f155eb4c048b283e1eb46,33,battle
1269,"In the coming weeks and months, the ########### family will face many challenges, including the great financial burden of time lost from work, travel costs and lodging associated with #########'s fight.","We are asking for your donations and prayers, so that the ############ can spend less time worrying about work and money, and more time at #########'s side while she battles this terrible disease.",173,battles,"Any amount will help, and will be greatly appreciated.",45916bb445d23b9caff7f5a65e3becbd,166,battle
91,In Memory Of,"After you make a donation and know someone who has fought, is fighting or sadly lost their fight to cancer please e-mail their name to <LINK>",57,fought,and we will make sure to include their name in our In Memory of section in the films credit.,b3c270c8f196e9fa618ce10e71321b53,51,battle
870,##### is a father to 8 and grandfather to 7.,"##### is a fighter, a man that will not give up, family oriented, a hard-working person and overall an ANDUJO that will keep fighting!!",133,fighting,This is a devastating time for the entire family seeing ##### go through this pain.,1a3d6c0aad3705658273a0a6ebde52da,125,battle
413,3D ########################## a 3D printed keychain of Tumorman’s logo.,"In this new era of 3D printing, a 3D printed keychain will be a great way to show your support for fight against cancer!   ",104,fight,"Portable Power Bank - Receive a compact power bank to keep your mobile device juiced up, so you can continue battling cancer!  ",7245fb5b4e4ca19bf5917fd7edbdf125,99,battle
1171,we’ve been struggling to make ends meet.,Any donations we get would go towards continuing to fight with her .,57,fight,"Thank you for hearing me out , if you’re unable to donate, please pass this along .    ",c41084c51bb8fa35b229bc2c3a646110,52,battle
297,"Original drafts of the play showed tremendous potential, and ############## decided to begin work in earnest on developing the play.","We had our sights set on producing at 59E59 Theaters, what has become, in just ten years, the destination for new work ############.",105,destination,"We submitted the script, and 59E59 was interested.",bc383f21360a595f1fec42df20a93552,94,journey
559,June has dedicated her life to her family and friends  June is a truly kind and generous person.,She is in the fight of her life and can no longer work.,19,fight,Medical expenses are accumulating as she seeks the  treatment she needs to fight an aggressive cancer.  ,3eb2f8097ebb747bcc9650b2adb93504,14,battle
224,The body of work will be on display at ############################################ in Southeastern PA.,"My goal is to share our extraordinarily sad but beautiful cancer journey with others and to open a dialogue that #### captured so beautifully with pen and paper about living fully while dying, with grace, humor and creativity with his raw and tender heart open for all to see.",72,journey,View drawings here-  <LINK>,2a7bf2e6cd525149a458dda22c43d0c8,65,journey
738,"Friends and family, we ask that we come together to support the ############### family during this difficult time.","Our friend, ###### lost her battle to cancer on June 9th.",34,battle,"Anyone who knew ######, knew the kindness of her heart and there is a loss in words in describing what her departure means to us.",921ed1161ae242daee06d1ba184722ae,28,battle
1162,"After multiple tests to determine: whether the cancer is curable, what stage his cancer is at, and how agressive it is, at the same time of having the mass on his lip removed with multiple medications, his medical bills came up to over $3,000.","Once his cancer type was determined to be curable and he might have a chance to beat it, we decided to fight with him.",108,fight,We were sent over ############################### in ######.,ecd2d3022f663c6634dad32bd5f785ee,103,battle
1044,Anyone who knows #### knows that he is into health and fitness.,"An avid 42 year old crossfitter, he brags about beating the “young bucks#################################.",55,beating,"He listens to nutrition podcasts, always eager to try to latest diet or supplement.",0702562a1fc04912977ef0f5b2e4cb4c,48,battle
571,This prompted an immediate transfer to ######################## where further evaluation and additional scans revealed it to be cancerous.,Any funds raised will be used to cover medical bills and ultimately the clinical trials and experimental treatments that will be needed to fight this.,144,fight,At this point her current treatment will be a combination chemotherapies and immunotherapy which will be supported by cancer fighting dietary changes.,a21fdd0dc035e9037edc941c27c79f9f,139,battle
57,"During this year long odyssey in the domain of cancer, I wrote a short poem each day in my journal to keep my spirit alive.","After chemotherapy, I began writing this book to fight fear, to fight pain, to fight depression, those monstrous and noisy relatives of cancer.",69,fight,"This book is an inquiry into the nature of healing, as a map to help and give hope to other women diagnosed with dire disease, and it is a way to pull myself through this agonizing process of chemo itself.  ",51c3e56360bf03feb204056e07540693,64,battle
1439,"Keri is a strong, loving mother of two young and beautiful children.  ",########### (2) and ######## (3 mo.) are the reason #### is fighting so hard during this time as they are her world!  ,68,fighting,"She misses them greatly when she's in the hospital, but has amazing family and friends in her life that are getting her through each and every day.  ",f89853fcf5dbc4e864dbfb0632225c1b,60,battle
1074,His chemo therapy begun and so did the side effects.,"The nausea, hair loss and body aches came along too, but not once did #### ever complain and took it all in his stride to beat this son of a bitch!",126,beat,"The tumour's began to shrink and his blood tests were showing positive signs but once the chemo finished a new challenge had to be overcome, surgery.",5eabfd03f7013912f33dfad3582be747,122,battle
540,Thank you for taking the time to read my story.,You can read the full story and follow my healing journey on <LINK> .,57,journey,,b63c49991d1e7f7032311f2ca1226b99,50,journey
196,"People, technology and science working together to defeat cancer!",A nation fighting for the cure!,17,fighting,The ###### .  ,c4c2185ab436cfad2d26c3c242ac0e0d,9,battle
76,"From 1970 to 2011, ##### endured 10 major surgeries, 5 battles with cancer and 2 brain tumors.  ","After ##### passed away, ################## and ############ of the ######### Scene wrote, ""Over the course of her life, she battled #######'s lymphoma, breast cancer, a brain tumor and #######-Barr syndrome, though she did so with an uncommon grace that inspired her family and friends.",132,battled,""" Not only did ##### survive these battles, she thrived and lived to the fullest.",b7fc45fcb42632f1023d5431fced1fa1,125,battle
1429,"Sergei and I are and will continue to do all we possibly can to support her emotionally, physically and financially","but we do, unfortunately, have limited funds and want to be able to give her the best possible chance of beating this.",112,beating,We have constantly been asked what everyone can do to help.,bab8195c979fb74a6e973252243b4d82,105,battle
512,I mean a real donation.  ,I want to see a difference made in the lives of people fighting this deadly disease.,63,fighting,"Since I am an accomplished artist of over 15 years I will be designing the art for the shirts, have created the logo, will be creating the stickers and related items, etc.  ",1a42a69a305d939f050024468f56fe44,55,battle
256,,"###############################, a dance performance based on my journey as a breast cancer survivor, opens on March 23-25, 2012 in ######, #####.",72,journey,I need your help for the crucial last phase of production!  ,b1a27f93d9607f52eb4ce2f127f02251,65,journey
1154,"In fact, it is only through the suggestion and encouragement of our friends that we make this plea.  ","We estimate that we will incur out-of-pocket expenses of at least $65,000 over the next 12 months as we fight for #######’s life.  ",109,fight,"We hate asking anyone to help us with this, but do so in hope we can stay afloat for ####### and the other children as well.  ",6251974f7cd02ee50195ba1554db6767,104,battle
741,She spent 3 months at ######################### recieving massive chemotherapy.,"######'s mother, #####, fights this battle with her as a single mother and her sole support.",30,fights,She has not left ######'s side once spending her nights sleeping in a chair at her bedside.,4b128a55b1938cf41345db487245ad86,24,battle
1253,"Unfortunately, #### is ######## and has been told he has a 12cm tumor growing in his chest that will require aggressive rounds of chemo that will begin this week (1/27/17).","As the mother of this beautiful man, it breaks my heart that I cannot do it all and that I have to rely on the kindness of strangers, family and friends to assist #### during this journey in hopes that we can raise enough money for treatment deductibles, as well as sustain him while he is out of work for 6 months.  ",187,journey,"It is also important to note that with this disease, my son's environment has to be as sterile as possible.  ",7d34012583e0a0b437385c965afda9ae,180,journey
522,It is a rare cancer and only affects about 400 people a year in the ##.  ,After meeting with a team of oncology and surgical specialists at ########### and ################# Hospital the family is now gearing up for the fight of a lifetime.  ,151,fight,#### will go through 10 weeks of chemotherapy right through July.,06206d06562bf47fdc0aacc28a447a7c,146,battle
721,"The vet took what he could of the mass, but he was unable to remove the entire lump.","Unfortunately, the odds were not in ######’s favor, and this little one will now fight hard to win this battle.",86,fight,To ########### Is ####### GunnerThere is more you need to know about ######.,e7f8335ccc80864528b46c5bdbd20218,81,battle
1240,but I know I love ##### and #### more than anything,and I also know they have the best friends and family behind them supporting and fighting for them.,89,fighting,"#####, keep valiantly fighting they way you are.  ",5606b6859928428dbb5f1b05fcc2031b,81,battle
951,"Although we have fought and survived thus far,  it has taken its toll both emotionally and financially.","Unbelievably, this makes our 4th fight against a major cancer since October, 2000.",38,fight,"While Glen and I have the love of God and our family helping us endure this emotional nightmare, we are financially drained & DESPERATELY NEED NEED YOUR HELP!",0e4a0aa528f2f7b29796218fa5c9e520,33,battle
1105,"Most importantly, he is worthy of the same support he has so often shown to others, and he urgently needs our help!","The good news is that ### can beat this with the right treatment and resources, but not without our support.",34,beat,Please join me in affording him the chance to continue his fight against cancer and saving the life of a man this world cannot afford to lose.,fd470bd0c203e6bf65fc4ca4943ac73c,30,battle
377,"Hello Kickstarter, Thank you for checking out our project!",We are passionate about using high fashion as a medium to fight cancer.  ,63,fight,"I, #####, am a photochemist and a cancer researcher.  ",93b169593a4c483e1d566f61a62f47b7,58,battle
1264,It was on this day that he was informed that the treatment would make him sterile and a visit to a fertility clinic should be scheduled.  ,"With an brochure on chemo side effects, a PICC line diagram, and a box of Tinzaparin syringes, ##### began his fight.",116,fight,Four cycles of chemotherapy was recommended by the ##########.  ,9e2fdb1e1011d98426ac48a1a4a1644b,111,battle
1301,This mutation is very resistant to treatment and harder to cure.,"After speaking with my doctors, we decided that a bone marrow transplant would be the best course of action to try to beat this cancer and eventually live a normal life.",122,beat,Unfortunately with that he had to throw in the caveat that its about a 50/50 shot to make it through the procedure.,137885fc90774ffa339594a89c4b109c,118,battle
118,"A classically trained pianist, she grew up playing the piano at age four.",Love started her career by performing at local coffee shops in ########### and then winning the attention of many notable producers and musicians.,91,winning,"She garnered success at ###################### as ###################################### and winning single of the year for her song ""######"".",cd751b01818e132b5e36ac16bda60228,84,battle
1243,"This includes hospital parking, meals, medical expenses and loss of income while ######'s family stays at the hospital.","This is a long process, but we are fighting one day at a time.",43,fighting,"If you would prefer to mail a check, you can send it to ########## 185 Winter Street Walpole, ## 02081.",b674d9347ad1167b82cbd69c674aa2b0,35,battle
733,But one thing about my little fighter is certain.,She will beat this.,13,beat,Her positive and funny words run through my head every day.,bb27d9fd3b8b9fde0dc8525a453ee817,9,battle
476,"Through personal fundraising efforts, I have raised $10,000 for ############################### to help fight cancer.    ","Since then, these causes have been close to my heart and I became more passionate about helping this society when my 85-year-old grandfather passed away from a six-month battle with ######## in 2012.",176,battle,"While I had always felt drawn to this cause, the passing of my grandfather drove me to write the story that had been in my heart for years.    ",4d2fa6bb84bf410fa26569d7a89dca06,170,battle
923,"For those who aren’t able to donate, but hold us up in prayer we can’t thank you enough for that too.","We are putting together a team to beat this, and we want every single person who reads our story to be on our team.",38,beat,"It's a team that is dedicated to beating this, who believes in the win, and the glory that will come.",523307dd6502b071eae523227ad59c9e,34,battle
367,The professional ensemble of ################################ depicts both the beauty and the harsh reality of this sentiment in their latest creation.,Just Breathe is an original production motivated by the emotional journey that touches millions of people each year.,73,journey,"In ######### alone, 8 million people are battling cancer, and each year, 560,000 of them lose that battle.",e45cba5ac6e54caec2f7af760bdcdb4c,66,journey
109,Browse through the ########### rewards to see how you can be granted full VIP access and preferred seating among media & music industry pros at the show!,Please take the time to read his story to allow his inspiring defeat of cancer also inspire you!,68,defeat,,dd44f8fd250e5eb58205e2296388a20e,62,battle
1184,With your assistance and ultimately the power of God we can accomplish this goal of beating cancer together.,"Although this is a very strange time for me where each day I am battling changes in my body, experiencing a decrease in energy, and struggling to maintain mental focus through my healing process, this journey has taught me a lot about myself and how to endure and wait on God's power.",72,battling,My plan is to have a great testimony when this is done so that others may receive the very same blessing I will be receiving.,0f0612237d2ccde0c4107bb66444fe79,64,battle
24,It can also help others to help themselves (over 70 percent of cancers can be prevented with diet alone).  ,Please join us in our fight against cancer by supporting this ########### campaign.,27,fight,"By helping us publish this book, you will have the satisfaction of knowing you may be responsible for saving the life of a mom, dad, friend, or family member.",4759b267d1cbd90e3e297bbf3bdb7502,22,battle
829,"Like her dad #####, she loves fishing, nature, the outdoors.",I write this with a heavy heart that my niece has a long journey ahead of her.  ,64,journey,"Throughout last year, my sister April expressed strong concerns to several GPs and hospitals of Summers ongoing health issues.",a404658343ac1d68f503bfc0829c4332,57,journey
179,"In 2009, my mom passed away within 10 months of being diagnosed with cancer.","The story was inspired when I found a photo taken of me a few days before my mom died, where I was fighting a large fire in ############.  ",107,fighting,"My mom, seeing the incident on the news, commented on how brave I was.   ",67deff55fd89386cd68c7f1eecbcaefc,99,battle
394,"Following her corporate and freelance work, ######## began to write for the eye by drafting screenplays, and was encouraged to add an additional type of storytelling to her arsenal - acting.","Since devoting herself entirely to screenwriting and acting in 2015, ######## has had the opportunity to work with award winning production teams such as ############################################## in both the commercial and film worlds, and has portraying strong female leads in both fictional and non fictional roles.",128,winning,JEFF ELLENBERGER - Creator/Producer and Actor #### is an accomplished actor and has also trained in stunts with master ########### and master ############# from reel stunts.,872631d0a54b587f2182d15a20a507ee,121,battle
355,,"Hello All, ########### is to create an art book about my battle with brain cancer told through artwork.",63,battle,It is titled ##########################.  ,89533edb8d90b86b4a33d606ceb00a52,57,battle
846,Many people have been asking to help and so I decided to start this gofundme to facilitate those desires.  ,We believe #### will beat this and anyone interested in participating in her fight please join us in the battle.,25,beat,,a2ccce82636985dce3be4d1c50f187f8,21,battle
452,"She edited the award-winning documentary 7th STREET, directed by #########; ################ BROTHER BORN AGAIN; #################### ## THE ROAD HOME:","A SPIRITUAL JOURNEY GUIDED BY REMARKABLE WOMEN, ############## ### ###########, and ################# IN DEBT WE TRUST.",19,journey,Her recent debut as a director with the documentary ###################### won awards at more than 20 film festivals.,d711d3f43a17de16fb2cd638cd86b510,12,journey
1297,"In 2011, 4 year-old ##### was diagnosed with ########, and in the 8 years since has shown true courage as she  battled through every struggle that has come with the tests, procedures, chemo and tears.  ","Now, at almost 12 years old and on the heels of a 2 years of remission after experimental treatment, tests have shown her fight is not over.  ",127,fight,"For the fourth time now, the cancer has relapsed.",4b8e41fe5c93064149b1e9ef7ad158b0,122,battle
1203,She actively pursued the treatment days after the diagnosis and was able to kill the tumor with #####.  ,She is now starting the 2nd part of her journey.  ,47,journey,The reconstruction and the radiation are very expensive; insurance only helps covers some of the costs.   ,e21f38d66bba0469ecd9c776c4ee3fc5,40,journey
344,#### is a stubborn and wild-eyed man running into situations without a clear thought in his head.,"Although hardened by 17 years of duty, met with several scars from bullet wounds, the hard fought man is a family man first and always; dedicated and loyal.",97,fought,The best they come.,c863fd6c2fadfe969ddbb2c3bf72d3f1,91,battle
1132,"In the coming weeks and months ####### will have to endure even more chemo, even more stress and even more uncertainty.",She and her family are gearing up for another battle they always hoped would never come.,52,battle,"####### is a gifted nurse, an amazing mother of two young boys and an all around super woman.",407747c4fc7cdf05e5fa59079394d811,46,battle
1372,"On Friday, March 23, 2018, after my 29 year old twin brother told me that he was diagnosed with cancer, I knew that now was the time for me to finally share our family's story and reach out for help.","Now, more than ever, we need the help of others to remain strong through this time, as my brother battles cancer, and as I watch yet another person whom I love go through this fight.",181,fight,This page is for my brother while he battles cancer.,a8b5b17d42c0d255f3d54b0a3053b670,176,battle
934,"We got this.""","To be honest I didn't know what ""this"" was, but I knew right then that this journey wasn't about me alone",83,journey,": it's about my family, friends, dreams and ambitions, who I will become, and why it's worth it to go through hell to emerge victorious on the other side.",6762723641d90f0431d68c1e4838d658,76,journey
756,"Both working full time jobs, juggling football practice with cheerleading and softball, and still finding time to be with one another.","Sabrina’s fight has forced her out of work, turning a dual income household into a single income household.",15,fight,"As Sabrina’s battle has progressed, ### has been forced to take time from his job to care for his loving wife and their children, further reducing their household income.",6e339479f9951de7878e7c11579bf433,10,battle
509,This serves as a reminder to children as a reminder of the importance of regularly taking medication prescribed by doctors during their treatment.,It also gives those going through the treatment a dose of optimism and inspiration to keep fighting.,99,fighting,"Additionally, some of the funds gotten from the sales have gone to support cancer research institutes and hospitals.",131421bdfee62ac00c3d0eb6e5b68c49,91,battle
554,"Over the last three years he has fought through two ##### surgeries, countless rounds of chemo and participated in a medical trial.",At one point in this battle he had beaten back the cancer so much so that ########### found him to be cancer free.,41,beaten,"A former ####################, #####' ability to bear down and grit it out when the going gets tough is part of who he is.",8b585695c76e56a702ab35fc45fd6ce9,35,battle
641,"I am currently in a fight with #### cancer that I would have never expected, and was diagnosed in February 2018.",I had been blessed with my daughter and family and that is what continues to give me purpose to keep fighting this difficult battle against cancer.,109,fighting,"I have had 24 radiotherapy sessions and 7 chemotherapy sessions so far and by October 2018, there was still a small tumor.",2c827a93bdf0b57bc76c7038e84ba8c0,101,battle
887,,"################ of ############, daughter of ###### and ################## is battling brain cancer.",87,battling,The family is requesting donations to help with mounting medical bills and out of pocket expenses.,7fa215518537e35ce1aa60aa31e93c1e,79,battle
662,"Now along with the regular expenses of running a house and being the main source of income for his family, he is also having to deal with various medical expenses while he remains physically exhausted from the cancer and chemo.","He is a fighter and we pray that he will fight this as well, but as a family we reach out to our community to ask for help in supporting our dad during this time of need.",46,fight,"If you are unable to donate, we believe in the power of prayers, and a simple prayer in his name would mean everything to us.",4aef9249e1359afbbf96c3853fc6c643,41,battle
1191,"God's will, he can heal her from this cancer and restore her.  ",She is in good spirits despite the side effects of chemotherapy and is fighting the good fight.,94,fight,"If you feel led to assist them financially, donations of any amount would be a blessing to them.  ",8e14664d3c567334dd2b7470616b8445,89,battle
259,"It's time to eat with a purpose, it's time to ########################!  ",Please join me on my journey and thank you for being apart of change.,28,journey,,5fa363bff3a5f14f056a8fc6ad151e5d,21,journey
1294,The present plan for treatment is chemo and radiation to shrink the tumor so it can be removed from his colon then more radiation and chemo.,####### is unable to return to work and needs your help for medical bills etc while he continues his fight to beat the cancer.,106,fight,Please help and pray for his recovery.,1f319c3387e66889d3ae4a9d3d850481,101,battle
255,These projects will include support groups and paintings.  ,As a cancer survivor I want to help others with their journey.,61,journey,,3eac4eb0f62805782ebc5bab8f7cdb52,54,journey
374,"I am renting some equipment but basically am recording all the information myself, by selfie video, writing, and talking with people.","I will be representing ####'s ################# for ############# and Support at ######## in ############# on September 20th, which should be fine material in and of itself!--and as a colorful addition of the personal experience of a #### parent who has started a foundation with very little, and fighting hard to continue raising awareness.  ",305,fighting,"This experience, for the audience, could be applied to many different sets of circumstances where raising awareness is critical to changing an injustice and/or indifference to suffering in any culture.",cc6d93c7a58f19afcca4b8278c8aec07,297,battle
578,,"36 years young ########### , had to leave the world while fighting with ############ on 16th Jan 2019, ##### his loving family  to struggle ahead without him,",66,fighting,"#### was nice by nature, helping others, very Caring member, #### by nature same as his name #####'s meaning in ################, an aspiring entrepreneur.",c747aec491972948e99fee0621252455,58,battle
626,"The funding will help cover treatments that are not covered by her health insurance, doctors visits, and transportation.","We are beyond grateful to our family and friends who are praying for us, and who are standing alongside our path this journey.",125,journey,We believe that God doesn't give you Cancer so we will not allow our mother to be taken if it is not her time.,01d39a2e58d29121fcf55959e832563f,118,journey
