donation,cond_sex,cond_metaphor,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,age
25,male,journey,0,6,6,N,OO,M,A,75-100k,56
11,female,journey,10,6,5,N,Y,F,D,OO,28
13,female,journey,13,5,3,N,Y,F,M,100-150k,31
8,male,battle,0,6,6,N,Y,M,B,<10k,46
0,female,battle,0,6,6,N,N,M,HS,50-75k,29
14,female,literal,1,5,6,N,Y,F,M,75-100k,27
34,male,literal,19,5,3,Y,N,F,B,75-100k,54
0,male,journey,5,6,6,N,N,M,HS,25-50k,43
50,male,journey,2,6,6,N,Y,OO,D,25-50k,29
30,male,literal,0,6,6,N,Y,M,B,10-25k,27
0,male,battle,1,6,6,N,Y,OO,OO,10-25k,22
35,male,battle,5,6,6,N,Y,M,B,10-25k,77
0,male,journey,4,5,6,N,Y,M,A,50-75k,70
9,male,literal,0,6,6,Y,N,F,P,10-25k,41
38,male,battle,12,6,6,N,N,M,A,75-100k,35
0,female,journey,5,5,5,N,N,F,A,<10k,43
36,male,battle,8,6,6,N,Y,F,M,50-75k,77
42,male,battle,10,6,5,N,Y,F,<HS,25-50k,76
33,female,literal,2,6,5,Y,N,F,M,100-150k,27
34,male,journey,4,5,5,N,Y,NB,<HS,10-25k,20
3,male,journey,3,6,6,OO,Y,F,M,75-100k,31
32,male,battle,1,6,6,N,N,F,OO,50-75k,35
50,male,literal,1,6,5,Y,N,M,<HS,25-50k,58
21,male,battle,8,6,3,N,N,F,A,10-25k,33
7,female,journey,11,5,5,N,OO,F,<HS,50-75k,40
46,female,journey,20,5,6,Y,N,M,A,>150k,28
33,male,journey,0,4,3,N,N,F,D,25-50k,21
27,female,literal,2,3,6,N,N,F,P,75-100k,53
9,male,battle,0,6,6,N,N,F,D,25-50k,18
1,male,journey,8,6,6,Y,OO,M,<HS,<10k,78
32,male,literal,2,6,3,N,Y,F,<HS,25-50k,20
42,female,battle,5,3,6,Y,N,F,B,50-75k,29
14,male,journey,3,6,6,Y,Y,M,HS,75-100k,75
9,female,journey,1,6,6,OO,Y,F,OO,OO,21
50,female,battle,9,6,6,N,N,M,<HS,10-25k,78
25,female,literal,6,5,6,N,N,F,<HS,10-25k,62
33,female,battle,0,6,6,N,OO,F,P,10-25k,36
15,male,literal,3,5,5,N,Y,M,D,<10k,71
34,male,journey,12,6,4,N,N,NB,HS,100-150k,28
11,female,literal,5,2,6,N,N,F,B,25-50k,67
25,female,literal,0,2,6,N,N,F,HS,10-25k,48
16,female,battle,2,5,6,Y,Y,M,P,75-100k,33
16,female,literal,7,6,6,N,N,OO,OO,100-150k,37
25,female,literal,5,6,5,N,Y,F,A,OO,36
5,female,literal,0,3,5,N,Y,OO,HS,<10k,74
0,female,battle,4,6,6,N,Y,F,A,100-150k,40
14,male,battle,0,6,6,N,Y,F,D,>150k,43
25,male,journey,2,6,5,N,Y,F,D,75-100k,20
34,male,journey,6,5,4,N,Y,F,OO,100-150k,30
47,male,battle,0,5,6,Y,Y,M,P,<10k,76
21,female,literal,15,6,6,Y,N,NB,<HS,100-150k,44
50,female,literal,8,6,6,N,Y,F,OO,OO,72
35,male,literal,11,6,6,N,Y,F,<HS,OO,50
25,male,journey,7,6,5,Y,Y,M,OO,25-50k,73
11,female,battle,0,5,6,N,Y,M,B,50-75k,37
15,female,journey,8,5,4,N,N,F,M,75-100k,53
50,female,battle,2,5,6,N,Y,F,D,50-75k,55
26,female,battle,1,5,6,N,Y,F,M,<10k,66
0,female,literal,1,4,6,N,N,M,OO,>150k,76
22,female,literal,2,5,6,N,OO,F,B,75-100k,54
20,male,battle,10,6,6,OO,Y,M,M,50-75k,18
0,female,literal,7,6,3,N,Y,M,HS,50-75k,63
41,male,journey,7,3,4,N,Y,F,HS,75-100k,67
20,male,journey,7,6,5,N,Y,F,HS,<10k,59
0,female,battle,2,6,5,N,Y,M,OO,10-25k,41
18,female,battle,0,6,6,N,Y,M,<HS,10-25k,74
25,male,battle,0,6,6,N,Y,OO,M,25-50k,48
3,female,literal,1,5,6,N,N,OO,D,OO,58
13,male,journey,1,6,6,N,Y,F,M,OO,22
9,male,battle,3,3,6,N,N,F,D,10-25k,26
22,male,journey,19,6,6,N,Y,OO,<HS,<10k,36
50,female,journey,8,1,6,Y,Y,M,OO,75-100k,49
30,male,battle,0,4,6,N,N,M,P,<10k,48
13,female,literal,2,6,6,N,N,M,A,50-75k,27
47,male,literal,2,6,4,N,Y,F,OO,>150k,48
49,female,journey,6,6,6,N,Y,M,HS,OO,55
9,male,journey,9,4,5,Y,N,NB,B,100-150k,18
37,female,journey,7,5,6,N,Y,F,HS,50-75k,24
43,male,battle,3,6,6,N,OO,F,A,10-25k,74
28,female,literal,7,6,5,N,N,F,P,OO,54
28,male,journey,2,6,4,N,Y,F,<HS,10-25k,27
40,female,literal,3,6,6,N,Y,F,D,75-100k,49
50,male,battle,9,5,6,N,Y,F,M,75-100k,66
13,female,journey,0,3,6,N,Y,F,<HS,<10k,75
11,male,literal,2,5,4,Y,Y,M,OO,25-50k,46
8,female,literal,10,6,6,N,N,OO,D,<10k,50
17,female,literal,4,5,6,Y,OO,F,M,<10k,70
25,male,journey,1,5,5,N,N,M,B,100-150k,40
50,male,literal,3,5,4,N,N,F,M,50-75k,65
5,male,literal,2,6,6,N,Y,M,<HS,>150k,71
33,male,literal,3,6,2,N,N,F,HS,100-150k,43
11,male,battle,0,6,6,N,N,M,D,100-150k,73
25,female,battle,0,6,6,N,Y,F,P,25-50k,64
13,male,literal,3,6,5,N,Y,F,P,75-100k,67
50,female,journey,0,6,6,N,Y,NB,P,OO,62
9,female,journey,1,4,6,Y,Y,F,B,100-150k,30
49,female,battle,1,1,6,N,Y,OO,A,>150k,56
25,male,journey,0,6,6,Y,OO,NB,OO,10-25k,18
49,female,battle,35,6,6,N,N,F,A,50-75k,55
47,male,literal,6,5,5,Y,N,M,HS,>150k,72
33,male,battle,3,6,3,N,N,F,M,<10k,19
20,female,literal,7,4,6,N,N,F,D,25-50k,71
33,male,battle,1,6,6,N,OO,F,D,50-75k,37
34,female,journey,0,6,6,Y,Y,M,HS,25-50k,56
50,male,battle,1,6,6,Y,OO,M,P,>150k,78
27,male,journey,12,6,6,N,OO,F,OO,100-150k,45
13,female,literal,0,6,3,N,Y,F,D,50-75k,53
19,male,literal,8,5,5,OO,Y,F,B,100-150k,77
41,female,battle,4,4,5,N,Y,F,OO,<10k,76
22,male,battle,2,6,6,N,N,F,OO,75-100k,60
33,female,journey,1,6,5,N,N,NB,<HS,100-150k,22
40,female,journey,3,6,6,Y,OO,M,B,10-25k,32
41,female,battle,0,6,6,N,N,M,A,100-150k,68
5,male,journey,0,6,5,N,N,F,A,10-25k,52
46,female,journey,7,4,6,N,Y,M,P,25-50k,53
47,female,battle,0,3,5,N,Y,M,M,>150k,63
29,male,journey,0,6,5,Y,OO,F,P,10-25k,49
13,female,journey,5,6,3,N,Y,F,<HS,50-75k,27
28,female,battle,5,6,6,N,Y,F,OO,50-75k,57
11,male,battle,1,6,4,N,Y,F,D,<10k,44
31,male,journey,18,6,2,N,N,F,OO,<10k,33
50,male,literal,6,5,5,N,Y,OO,P,10-25k,67
41,female,literal,2,6,4,Y,OO,OO,A,<10k,66
39,female,journey,11,6,6,N,Y,M,A,OO,46
33,male,battle,1,6,6,N,N,M,OO,75-100k,18
19,male,literal,14,4,6,Y,N,M,D,>150k,73
38,female,battle,2,6,5,N,Y,F,HS,100-150k,77
7,male,journey,7,6,6,N,Y,M,M,75-100k,46
0,male,literal,7,6,5,N,N,M,A,<10k,48
25,male,battle,12,6,6,N,Y,M,B,100-150k,53
50,male,journey,3,6,5,N,N,M,D,100-150k,46
25,female,battle,4,5,4,N,Y,M,D,OO,55
25,female,literal,7,5,6,N,N,M,M,100-150k,32
7,female,journey,3,4,6,N,N,F,M,>150k,32
12,female,literal,0,6,6,Y,Y,M,B,100-150k,28
4,female,journey,1,6,5,N,OO,M,D,OO,54
50,male,literal,8,6,6,N,N,M,<HS,OO,26
28,male,literal,0,6,6,N,N,F,P,<10k,20
40,female,literal,3,2,5,N,N,OO,A,10-25k,29
50,male,literal,4,2,6,OO,N,M,<HS,>150k,19
37,male,literal,9,6,5,N,OO,F,A,50-75k,34
7,female,journey,5,1,6,OO,Y,M,M,50-75k,76
32,female,journey,2,6,6,N,OO,F,M,100-150k,30
25,male,literal,3,6,6,OO,N,M,M,25-50k,18
33,male,journey,3,5,4,N,N,M,OO,25-50k,48
3,female,literal,3,6,0,N,N,M,HS,>150k,53
26,female,literal,8,6,4,Y,Y,M,P,10-25k,70
11,female,literal,6,6,6,N,N,M,M,10-25k,76
42,male,journey,17,5,5,N,N,F,P,10-25k,31
24,female,journey,14,6,4,N,Y,F,<HS,75-100k,62
34,male,literal,4,6,5,N,N,M,D,10-25k,23
15,male,literal,1,3,6,N,Y,F,A,50-75k,63
31,female,journey,0,6,5,Y,N,F,<HS,100-150k,38
0,female,journey,3,6,6,N,Y,F,P,100-150k,48
18,female,journey,17,6,4,N,N,F,M,<10k,67
50,male,battle,9,6,6,Y,N,M,P,OO,33
45,male,literal,4,6,2,Y,OO,F,A,75-100k,73
43,male,journey,1,4,6,N,N,M,OO,25-50k,59
50,male,journey,9,5,6,N,N,F,A,75-100k,45
25,male,journey,8,5,6,N,Y,OO,OO,OO,77
8,female,literal,0,4,6,N,Y,F,D,OO,22
8,male,journey,1,6,5,N,N,F,OO,<10k,28
15,female,literal,5,3,4,N,N,M,B,50-75k,24
40,male,journey,1,4,6,N,N,NB,<HS,25-50k,58
25,female,literal,4,6,5,OO,Y,F,M,50-75k,66
37,male,journey,8,6,6,N,Y,F,<HS,OO,22
25,female,literal,2,6,5,N,N,F,A,>150k,61
17,male,literal,0,5,6,N,N,F,P,OO,58
0,female,battle,11,6,6,N,N,M,M,>150k,34
47,male,journey,6,5,5,Y,N,M,M,25-50k,38
10,female,battle,1,5,6,N,N,M,OO,<10k,19
11,female,battle,2,6,6,N,N,M,<HS,100-150k,20
1,male,journey,3,6,2,N,Y,F,D,<10k,54
15,female,journey,1,6,4,Y,Y,F,M,OO,20
35,female,journey,2,6,6,N,Y,F,A,>150k,18
13,female,journey,3,6,6,Y,OO,NB,M,75-100k,30
42,female,battle,7,6,6,N,N,M,<HS,100-150k,68
25,female,battle,0,6,5,N,Y,M,HS,75-100k,52
25,female,literal,0,6,5,N,N,F,HS,>150k,39
3,male,journey,0,6,3,N,Y,F,M,<10k,57
31,female,literal,0,4,6,N,N,F,HS,>150k,38
25,female,journey,1,6,6,Y,N,M,M,25-50k,76
45,male,battle,3,6,6,N,N,F,D,OO,35
19,male,literal,4,6,5,Y,Y,M,B,25-50k,34
0,male,literal,0,6,3,N,N,F,P,10-25k,79
39,male,journey,7,6,4,OO,N,F,M,10-25k,67
16,female,literal,2,6,4,Y,Y,F,<HS,50-75k,39
0,female,battle,7,6,6,N,N,OO,A,25-50k,61
49,female,journey,10,4,6,Y,N,F,B,<10k,59
35,female,battle,1,6,4,N,N,F,B,<10k,28
32,male,journey,3,6,6,N,Y,OO,D,50-75k,75
18,male,battle,6,4,5,N,Y,OO,B,OO,51
32,male,literal,0,6,6,Y,Y,M,A,75-100k,33
0,female,battle,1,6,6,N,N,OO,M,<10k,20
50,female,journey,19,6,6,Y,Y,M,D,OO,22
41,female,battle,2,6,5,N,N,M,HS,100-150k,27
50,male,journey,1,5,3,Y,N,M,<HS,10-25k,25
25,male,journey,1,6,5,N,Y,M,P,25-50k,65
24,male,journey,5,5,6,N,Y,M,D,OO,53
9,male,literal,16,6,6,N,N,OO,M,<10k,49
0,female,journey,4,5,6,Y,OO,M,OO,OO,28
21,female,journey,0,6,5,N,Y,M,HS,100-150k,52
0,female,battle,2,6,5,N,N,OO,<HS,OO,62
17,male,battle,4,6,6,Y,Y,M,M,75-100k,37
7,male,journey,5,6,6,N,Y,F,<HS,<10k,19
20,male,battle,9,6,6,Y,N,M,P,50-75k,77
50,female,literal,2,3,6,Y,Y,F,P,75-100k,56
50,female,journey,0,6,4,N,N,F,P,<10k,43
18,female,battle,5,6,6,N,N,M,HS,75-100k,75
28,female,literal,4,6,6,Y,Y,F,B,OO,61
25,female,literal,2,5,5,N,Y,M,D,75-100k,56
47,male,battle,6,6,5,Y,Y,M,D,10-25k,25
15,male,literal,2,6,6,Y,Y,OO,OO,75-100k,24
25,male,battle,20,6,6,N,N,OO,OO,10-25k,57
39,female,literal,13,4,6,N,Y,F,B,<10k,51
6,male,journey,7,6,6,N,N,F,HS,>150k,32
50,female,battle,4,6,5,Y,Y,F,A,75-100k,64
35,female,literal,1,5,6,N,Y,M,A,10-25k,37
34,male,journey,15,5,6,N,N,M,HS,OO,26
25,female,journey,15,6,4,N,OO,F,HS,25-50k,23
15,male,literal,1,5,6,N,Y,F,M,OO,71
21,male,literal,9,6,6,Y,N,F,P,50-75k,31
27,female,literal,0,6,5,N,N,M,M,75-100k,35
25,female,journey,0,3,6,N,OO,M,<HS,OO,52
36,male,journey,1,6,6,Y,N,OO,A,10-25k,19
0,female,battle,5,6,5,N,Y,M,P,<10k,24
41,female,battle,7,6,6,N,Y,F,OO,OO,18
4,female,journey,6,5,6,N,Y,F,A,OO,56
0,female,literal,20,6,5,N,N,F,B,25-50k,64
32,female,journey,2,6,4,Y,OO,M,P,75-100k,35
0,male,journey,0,6,6,N,N,OO,<HS,25-50k,48
32,male,journey,7,2,6,N,Y,OO,OO,>150k,39
39,female,battle,4,5,5,N,Y,F,<HS,OO,40
29,male,journey,4,6,6,OO,Y,M,OO,25-50k,18
34,female,literal,8,5,5,N,N,F,A,<10k,42
9,male,literal,2,6,6,N,Y,M,B,<10k,78
50,male,literal,2,6,5,N,OO,F,B,OO,48
28,male,journey,0,2,6,N,N,M,HS,25-50k,41
4,female,battle,0,6,6,N,N,NB,A,<10k,60
42,female,journey,2,6,5,N,N,M,HS,100-150k,62
26,female,journey,5,6,6,N,N,M,A,75-100k,34
25,female,literal,18,6,6,N,Y,F,A,75-100k,48
50,female,journey,5,6,6,Y,N,M,P,>150k,59
10,male,journey,2,4,6,N,OO,F,B,<10k,26
4,female,journey,6,5,6,OO,N,F,HS,<10k,20
5,female,battle,0,5,6,N,N,M,D,>150k,27
28,male,journey,1,6,6,N,OO,F,<HS,10-25k,35
13,female,journey,1,6,3,Y,Y,F,OO,<10k,48
47,female,battle,15,5,6,N,Y,F,D,10-25k,75
43,female,journey,2,6,6,Y,Y,F,B,<10k,27
25,female,battle,4,6,4,N,OO,OO,B,25-50k,49
33,male,literal,2,6,5,Y,N,M,OO,100-150k,50
43,female,literal,5,6,6,Y,N,M,OO,10-25k,74
37,female,literal,3,5,5,N,Y,F,P,>150k,45
50,male,battle,12,2,6,Y,N,F,<HS,10-25k,51
43,female,literal,0,6,6,N,N,M,M,<10k,52
19,female,journey,0,5,5,N,Y,F,OO,<10k,61
0,male,literal,1,6,6,N,N,M,OO,>150k,51
37,male,battle,1,5,6,Y,Y,M,B,100-150k,22
37,female,battle,0,6,5,OO,N,F,P,25-50k,37
25,male,battle,2,6,5,N,Y,F,<HS,10-25k,53
2,male,literal,9,5,6,OO,Y,M,OO,50-75k,62
50,female,literal,3,6,6,N,Y,M,M,100-150k,46
25,female,literal,2,5,6,N,Y,M,<HS,<10k,62
25,female,literal,1,5,3,N,Y,F,D,10-25k,52
29,male,literal,4,6,6,N,N,F,A,50-75k,45
25,female,battle,1,4,6,N,Y,M,OO,25-50k,77
1,female,journey,5,5,6,N,N,F,OO,10-25k,62
2,female,journey,4,5,6,N,Y,M,HS,>150k,55
34,female,journey,3,5,5,N,N,F,A,25-50k,22
0,female,literal,1,6,5,Y,Y,F,A,>150k,54
42,male,battle,10,6,6,Y,OO,F,P,100-150k,42
25,male,battle,6,6,6,N,N,M,HS,>150k,26
25,male,journey,1,4,6,N,N,M,M,25-50k,28
21,male,battle,6,6,5,N,Y,F,D,50-75k,68
22,male,journey,4,5,6,N,N,M,A,50-75k,25
25,male,literal,3,6,6,OO,OO,M,A,<10k,25
0,male,battle,4,6,6,N,N,F,HS,<10k,50
10,female,literal,5,5,6,N,Y,F,OO,100-150k,79
0,female,battle,3,5,5,N,OO,M,B,>150k,66
42,male,literal,5,5,5,Y,N,F,P,OO,78
6,female,journey,16,5,6,N,N,M,D,>150k,54
39,male,battle,2,5,5,N,N,F,M,OO,66
48,female,literal,12,6,6,N,Y,F,OO,10-25k,33
12,female,literal,0,6,5,OO,N,OO,P,100-150k,71
50,male,journey,4,6,6,N,N,F,A,75-100k,42
5,female,literal,3,4,5,N,N,F,M,<10k,79
26,female,literal,9,4,5,N,Y,F,M,50-75k,53
37,female,literal,2,6,5,OO,N,F,<HS,10-25k,27
39,male,literal,11,6,6,N,Y,NB,A,50-75k,22
1,male,battle,1,6,6,N,N,M,OO,75-100k,52
27,female,journey,7,6,4,N,Y,M,<HS,OO,52
16,female,journey,0,6,6,N,Y,M,<HS,100-150k,69
7,female,journey,6,5,6,N,N,F,D,100-150k,50
11,male,battle,0,6,6,N,Y,F,P,75-100k,47
25,male,battle,8,6,5,N,Y,F,HS,75-100k,59
25,male,journey,9,6,6,N,N,M,OO,50-75k,69
0,male,battle,15,6,6,Y,N,F,P,100-150k,40
34,male,journey,6,6,6,N,Y,M,A,25-50k,39
3,female,literal,2,5,6,OO,N,OO,B,OO,41
0,male,battle,5,2,6,OO,N,F,D,25-50k,44
23,male,journey,4,6,5,N,N,NB,OO,50-75k,59
25,female,battle,1,6,5,N,N,F,HS,100-150k,59
8,female,battle,2,5,6,N,N,F,M,25-50k,41
2,male,journey,4,6,6,N,N,M,D,<10k,54
10,male,journey,18,4,6,N,Y,M,A,10-25k,51
25,female,battle,4,6,6,N,N,M,B,50-75k,51
28,male,literal,0,6,6,N,Y,OO,M,OO,40
50,male,journey,1,6,5,N,Y,M,A,50-75k,74
25,female,literal,4,6,4,Y,OO,M,OO,50-75k,55
38,female,literal,3,5,6,N,Y,OO,P,100-150k,33
8,female,journey,8,6,5,N,OO,F,M,100-150k,35
50,male,journey,3,6,5,N,Y,F,OO,10-25k,39
50,male,literal,5,5,6,OO,N,M,D,75-100k,59
28,male,battle,15,5,5,N,Y,F,D,OO,65
49,female,journey,9,6,3,N,Y,OO,<HS,25-50k,66
0,male,literal,0,5,6,Y,N,F,M,75-100k,28
3,female,literal,11,5,6,N,N,M,OO,<10k,48
50,female,battle,1,6,6,N,Y,M,M,75-100k,48
50,female,battle,3,6,6,N,N,M,A,100-150k,78
6,male,literal,1,5,6,N,OO,M,HS,10-25k,20
13,male,journey,33,5,5,Y,N,F,D,OO,55
17,female,literal,7,3,4,N,N,M,HS,<10k,18
16,male,battle,22,6,6,N,N,M,<HS,10-25k,54
22,male,battle,3,6,6,OO,N,F,M,>150k,73
25,male,journey,2,4,6,Y,N,F,M,50-75k,50
50,male,literal,20,6,3,Y,N,F,M,OO,37
38,female,literal,5,3,4,N,Y,M,B,25-50k,34
11,male,battle,3,4,6,N,N,OO,HS,>150k,39
49,male,literal,15,6,6,N,Y,M,HS,75-100k,69
36,female,battle,9,6,6,Y,N,NB,A,50-75k,59
25,female,journey,4,6,6,N,OO,F,HS,75-100k,57
9,male,literal,2,6,5,N,N,F,OO,OO,72
26,male,battle,0,6,5,N,Y,M,D,75-100k,47
0,male,journey,7,3,6,N,N,F,P,25-50k,31
0,male,journey,12,4,5,Y,Y,F,M,100-150k,60
6,female,journey,5,4,6,Y,N,M,B,50-75k,48
50,female,literal,1,6,6,OO,N,F,<HS,75-100k,29
0,male,battle,0,6,6,N,OO,M,<HS,>150k,61
47,female,literal,2,6,4,N,N,F,OO,>150k,52
36,female,literal,2,5,6,N,Y,OO,A,50-75k,72
5,female,journey,0,6,6,N,OO,OO,A,>150k,49
0,female,journey,1,5,6,N,OO,M,OO,25-50k,47
35,female,battle,2,3,6,N,N,F,<HS,75-100k,36
33,male,literal,0,6,5,Y,OO,M,<HS,25-50k,24
23,female,battle,1,6,6,N,N,F,P,10-25k,55
30,male,journey,3,5,6,N,Y,F,HS,>150k,32
36,female,journey,12,5,6,N,OO,F,D,100-150k,26
44,male,literal,5,5,6,N,N,F,A,10-25k,59
9,male,literal,7,6,4,Y,Y,OO,A,10-25k,56
21,male,journey,4,6,6,OO,N,F,<HS,50-75k,74
34,male,literal,14,6,5,N,N,F,M,10-25k,54
24,male,literal,0,5,1,OO,OO,F,OO,100-150k,46
0,female,literal,4,5,5,N,OO,F,HS,>150k,74
25,female,battle,2,6,6,N,N,M,OO,>150k,19
25,female,literal,1,6,5,N,N,F,<HS,100-150k,79
19,male,battle,13,4,6,N,N,M,<HS,OO,73
12,female,battle,0,4,6,N,N,F,OO,<10k,26
48,female,journey,0,5,6,N,N,F,M,75-100k,35
23,male,battle,2,0,6,Y,Y,M,HS,50-75k,73
8,female,journey,6,4,6,Y,N,M,B,OO,77
42,male,literal,3,5,6,Y,Y,F,B,<10k,38
0,male,journey,4,6,6,N,Y,M,M,100-150k,47
17,male,literal,1,6,4,N,OO,F,M,10-25k,51
41,male,literal,9,5,4,N,N,M,A,50-75k,79
14,female,battle,0,6,6,N,N,M,B,10-25k,23
10,male,journey,2,6,4,N,N,F,P,<10k,36
36,male,battle,12,6,6,N,OO,OO,HS,10-25k,50
11,female,battle,6,6,6,OO,N,F,OO,50-75k,42
45,female,journey,2,6,5,N,Y,F,<HS,75-100k,54
30,male,literal,1,6,6,N,Y,OO,P,OO,48
11,female,journey,22,3,6,N,N,F,A,75-100k,78
25,male,journey,4,6,6,Y,OO,F,D,75-100k,70
17,male,literal,15,6,4,Y,N,M,<HS,100-150k,18
0,male,battle,3,6,6,N,N,F,P,10-25k,36
26,male,journey,0,5,5,OO,Y,M,D,25-50k,56
34,female,battle,1,6,5,Y,N,M,<HS,50-75k,54
25,male,battle,1,5,6,N,Y,M,A,>150k,70
7,female,literal,2,6,6,N,Y,M,A,>150k,33
50,male,journey,0,6,4,Y,Y,M,HS,50-75k,48
36,female,journey,4,6,6,Y,OO,M,B,10-25k,25
49,female,literal,5,5,6,N,Y,NB,P,OO,64
5,male,battle,1,6,6,N,Y,OO,B,50-75k,54
47,female,battle,5,6,5,N,N,M,OO,>150k,36
45,female,literal,2,6,5,N,Y,M,<HS,OO,60
25,female,literal,19,5,6,N,N,M,<HS,100-150k,57
30,female,journey,0,5,6,Y,N,F,HS,50-75k,41
28,female,literal,0,5,6,N,N,F,D,100-150k,52
41,male,battle,13,6,5,N,Y,M,B,75-100k,42
16,female,journey,0,6,4,OO,Y,F,B,25-50k,70
46,male,literal,3,6,6,Y,N,OO,B,>150k,23
32,female,battle,0,6,5,N,N,F,B,100-150k,35
10,male,battle,2,4,6,N,Y,M,D,10-25k,43
48,female,journey,2,5,4,N,OO,F,OO,10-25k,39
24,male,literal,8,5,5,Y,Y,M,<HS,<10k,65
50,female,literal,2,5,5,Y,N,F,<HS,75-100k,46
37,female,battle,0,5,5,N,N,F,A,<10k,77
50,female,journey,0,6,6,N,N,F,HS,50-75k,79
50,male,journey,3,5,6,N,N,F,A,100-150k,55
25,male,journey,5,6,6,OO,N,F,B,75-100k,45
0,male,journey,7,5,6,N,N,M,<HS,25-50k,39
41,female,journey,4,5,6,OO,N,F,<HS,OO,23
25,male,battle,0,6,5,N,OO,M,A,75-100k,76
43,male,journey,29,6,6,N,Y,F,B,75-100k,50
24,male,journey,7,6,5,N,N,F,P,>150k,59
50,female,journey,2,5,6,N,Y,M,A,>150k,32
32,male,battle,0,4,6,N,N,NB,OO,<10k,34
14,female,literal,1,5,6,N,N,OO,B,OO,41
15,male,literal,1,6,5,N,N,F,B,100-150k,63
28,female,literal,0,5,5,N,N,F,HS,10-25k,37
36,male,journey,15,5,6,N,N,M,B,75-100k,76
0,male,literal,7,6,4,N,N,F,OO,>150k,68
45,female,battle,4,6,4,N,Y,M,A,75-100k,25
4,female,battle,2,5,6,Y,Y,M,B,25-50k,69
47,female,journey,15,5,6,N,Y,F,P,10-25k,64
50,female,literal,7,6,6,N,Y,OO,<HS,>150k,77
7,female,battle,0,5,5,OO,N,M,HS,50-75k,41
37,female,battle,0,5,6,Y,Y,F,B,>150k,49
50,male,battle,1,5,1,Y,Y,M,B,50-75k,68
50,female,literal,4,1,5,N,N,F,HS,100-150k,60
50,female,battle,1,6,6,N,Y,M,M,<10k,51
25,male,journey,4,6,6,N,N,F,HS,75-100k,39
25,female,literal,5,4,6,N,N,F,D,10-25k,50
50,female,battle,4,6,6,Y,Y,M,B,<10k,20
2,female,journey,0,6,5,N,Y,M,OO,OO,48
50,male,literal,8,6,5,N,Y,NB,M,25-50k,54
7,female,journey,3,6,6,Y,N,F,B,75-100k,39
48,male,battle,4,3,5,N,N,M,M,>150k,69
46,female,battle,0,6,6,N,N,F,OO,25-50k,56
0,male,journey,10,6,6,Y,N,M,P,>150k,73
13,male,battle,10,6,5,N,OO,F,HS,75-100k,71
38,male,journey,4,6,6,Y,N,M,OO,75-100k,28
41,female,battle,1,6,6,N,Y,M,HS,>150k,38
28,male,literal,1,6,6,OO,N,F,OO,10-25k,77
25,female,journey,1,5,6,N,N,F,D,<10k,79
50,female,literal,8,6,6,OO,N,M,A,<10k,56
26,male,literal,3,6,6,N,N,F,B,50-75k,54
20,female,battle,18,6,6,N,N,F,OO,10-25k,77
31,female,battle,1,6,4,N,N,M,P,10-25k,49
8,male,literal,0,6,4,OO,Y,M,OO,<10k,23
50,male,battle,2,5,6,N,Y,M,P,<10k,34
34,female,literal,0,6,6,Y,N,M,HS,100-150k,78
8,male,literal,4,6,3,Y,Y,NB,A,100-150k,41
50,male,journey,0,6,6,Y,Y,F,A,OO,31
39,female,literal,3,6,6,Y,Y,F,OO,50-75k,77
12,male,journey,2,3,6,N,OO,M,D,10-25k,68
25,male,battle,1,6,5,N,Y,OO,<HS,10-25k,20
50,male,battle,3,5,6,Y,OO,M,<HS,10-25k,32
13,female,journey,6,6,3,OO,Y,M,D,OO,36
50,female,journey,4,6,6,N,N,F,D,25-50k,69
30,male,literal,4,6,4,N,N,M,B,OO,32
30,male,journey,2,6,3,Y,N,F,P,>150k,75
37,female,battle,0,3,6,N,Y,OO,HS,10-25k,43
35,male,literal,9,6,6,Y,N,M,P,75-100k,46
50,female,journey,0,6,6,OO,N,F,OO,<10k,58
0,male,battle,5,6,6,N,N,M,HS,75-100k,54
36,male,battle,2,4,5,OO,Y,OO,P,50-75k,20
0,male,literal,22,5,5,OO,N,M,P,10-25k,39
22,male,battle,3,5,6,Y,Y,F,B,75-100k,38
0,female,literal,0,6,6,Y,Y,M,HS,25-50k,64
25,female,battle,0,6,6,Y,Y,F,D,10-25k,62
0,male,battle,1,2,4,N,Y,F,HS,50-75k,68
50,male,literal,2,4,2,N,N,OO,B,OO,39
34,male,literal,0,5,6,N,Y,F,HS,75-100k,31
25,male,battle,1,3,6,N,OO,NB,HS,>150k,76
0,female,literal,1,6,6,N,N,F,HS,<10k,53
5,female,literal,0,6,4,N,N,M,M,<10k,74
41,male,journey,1,2,6,Y,Y,M,OO,100-150k,35
0,female,journey,1,3,6,N,Y,M,B,>150k,67
50,male,journey,4,5,6,Y,Y,F,P,10-25k,59
50,male,battle,3,6,6,Y,N,F,M,>150k,29
44,female,literal,1,5,6,N,OO,F,D,100-150k,49
6,male,literal,3,6,6,N,Y,M,P,75-100k,48
25,male,literal,0,5,6,N,N,NB,HS,>150k,36
0,female,battle,4,3,3,N,N,F,HS,75-100k,23
4,female,journey,7,6,5,OO,Y,OO,D,<10k,41
34,female,literal,11,6,6,N,Y,M,P,>150k,79
50,male,literal,4,3,5,N,N,OO,P,<10k,72
25,male,journey,0,6,6,N,N,F,P,>150k,73
5,female,battle,3,5,6,N,Y,F,<HS,75-100k,51
