RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.955531827,jt3ch31mto0oe1kl6k14,,,,,,,,,Jennifer has been diagnosed and is battling lymphoma. She needs money to help pay for expenses during this time.
0.196572272,1dv2930mgb1j1ugghyv5,,,,,,,,,Battling leukemia and is looking for people to donate to her situation to help with medical bills 
0.62643029,vezco9lu58a4l9chjk90,,,,,,,,,She has lymphoma and she is going to having very costly medical care. This fund is asking for people to help donate to her medical expenses.
0.640016913,zr14wdukce8j90vlap5r,,,,,,,,,"Jennifer is suffering from cancer and need help. Please extend your financial support to her recovery.
 "
0.659602704,wuofhn43r3ra7svs6mx4,,,,,,,,,He has cancer. He is going to need a lot of treatment. It is very expensive and he needs help. 
0.771114922,9ye9hws5xnff6d88bgek,,,,,,,,,How I can feel for her friend and would want to help her. I would want to help with a donation and would have her in my prayers daily. I would tell my friend she has cancer and is receiving treatments. They are expensive and she needs help. 
0.268094308,t6tqy6vhrbt7pbnar0ek,,,,,,,,,Good friend
0.007429352,dl4b28v2g8y7lseb1ra0,,,,,,,,,She has lymphoma and is going to have tons and tons of medical bills piling up that she'll need the funds to pay for.
0.880652452,63mn4kr3scc3cwdb6cos,,,,,,,,,Jennifer recently learned of her lymphoma diagnosis and needs financial support at this time. Her friend graciously organized this GoFundMe for her
0.850204801,rpe99drewd1jj6su7soa,,,,,,,,,"Jennifer is a woman who was diagnosed with stage two lymphoma cancer, and she needs donations for treatment."
0.292838896,kudahnk6kyrrdsv4anx3,,,,,,,,,Jennifer has stage II lymphoma cancer and likely has many treatments ahead of her in order to battle the disease. She recently underwent a complicated thyroid surgery and is now undergoing chemotherapy to attempt to eradicate the cancer.
0.291377415,g46ogzjau2q68uv49ljp,,,,,,,,,I would say that Jason has cancer. Given this he has a tough road ahead in order to even attempt to recover.
0.001344695,0w02169sq7pn24s4ulus,,,,,,,,,Jennifer was diagnosed with Lymphoma. She will need to receive chemo treatments for 4 months and her friend is raising money to help pay for her expenses.
0.264282843,0onakn60afnyl5z853j6,,,,,,,,,Jennifer was diagnosed with Stage 2 Lymphoma after undergoing a complicated Thyroid Surgery. Her friend is raising money to help pay for the many expenses that Jennifer will face dealing with the disease.
0.79531235,54qb8035028bh857l6lg,,,,,,,,,Jason has stage 2 lymphoma. He is struggling with the side effects of chemo and needs money to cover medical bills. 
0.610834414,4o7c7z3uatwr0e90amb0,,,,,,,,,Jennifer has just started chemotherapy with an uncertain outcome. She needs money to proceed with her treatment.
0.305865179,m6q4jnkxt7lgnammml3f,,,,,,,,,She is suffering from cancer. She would really appreciate a donation
0.872466701,4pt3qslkw5v3cy6881bs,,,,,,,,,He was diagnosed with cancer and is going through treatment now.
0.381505592,a7bu33ew8g1jxcruc9yj,,,,,,,,,Jennifer has cancer. She has been dealing with it for a while and is a fighter. 
0.996694111,phtaalx2jaytqej2arxu,,,,,,,,,"He has Lymphoma and needs financial help.  He's a young guy, so we can do something for him."
0.192400864,8a361e0a8xds141hp5zx,,,,,,,,,Jennifer has recently been diagnosed with lymphoma after undergoing thyroid surgery. She has months-long treatment ahead including chemo that is likely to give her bouts of nausea as she fights this life-threatening disease.
0.62869474,ypgxqeh60k6ceohenbp6,,,,,,,,,
0.648636706,9z6yyz1dw0yusqb76y5n,,,,,,,,,Jason is a guy with a heart of gold that has cancer. He has to undergo chemotherapy and needs funds to pay for this. 
0.724919102,a4ygcberpwj9jgass3xq,,,,,,,,,"Jennifer was diagnosed with Stage II Lymphoma and will have to deal with months of chemotherapy and other related costs. She has a long, tough road ahead of her, but she is in good spirits and we hope to help her cross the finish line with a strong recovery."
0.72962287,2ezjd8wpomcqnlk8p8fe,,,,,,,,,"Jason is suffering from lymphoma and his friend believes he will require some financial assistance. I am not to what degree assistance is needed, but provided Jason's friend is being honest, then such an affliction is serious indeed, and I believe that I need $50 less than Jason does. "
0.274371898,bq7kuh05kwegz12dl0bu,,,,,,,,,
0.090704354,6r869daapuv0neb161yb,,,,,,,,,"Jason is in a very difficult and costly situation and is going to need a lot of help, both emotionally and financly "
0.257168929,74aqhkm3hq9f8449c7cd,,,,,,,,,Cancer is not in itself a death sentence. I encourage the patient to take into account all the advise received from the doctor and it helps heal the patient quickly.
0.288974927,kdq29jep3jho1a1r0zf2,,,,,,,,,"this is like a go fund me page and you have donated to similar people before. this seems like a legitimate way to help this person during the tough recovoery
"
0.880923612,a3emws0nhk242yfk593c,,,,,,,,,Jennifer is a woman recently diagnosed with Stage II Lymphoma who is looking to fundraise for costs associated with medical treatment. She will have to undergo chemotherapy and will likely have expensive hospital bills.
0.883831184,ump97z35lfvbjwzp0c1a,,,,,,,,,"Jason is a full of life guy who ended up getting lymphoma, following a thyroid surgery. He needs a lot of chemo and make local radiation for treatment of the cancer, and he is looking for donations to help offset his exorbitant costs. "
0.112662658,vha6vrfh4de84okddgae,,,,,,,,,This poor soul has a disease and he is not doing well. He needs some help.
0.555937988,0ems0dg7r4bsw61dut1n,,,,,,,,,That yes he does have lyphoma but he is a fighter and he will get through this. 
0.24771322,tzb6a0gt1v6vevprezgf,,,,,,,,,That he is fighting cancer that he has been found to have. Also that he is trying to stay positive and dealing with the cancer and needs all the support he can get to beat it.
0.387409948,fl5xkhkyfrnesg5sd9nq,,,,,,,,,"jennifier on the theyroid treatment , that is explain  to her friend"
0.837755935,hbt8k2ewch7sbgh7h8nz,,,,,,,,,Jason is going through a lot right now and has a long road ahead. He needs financial support to keep him going. 
0.733270271,j65k0gnj2dy6nfd5qkvc,,,,,,,,,"Jennifer has a long road to recovery, and there is no guarantee that she will ever have the quality of life most of us enjoy. Her unexpected health problem is major, and she needs support and assistance in order to live and pursue healing."
0.783645703,eqwvbbd6v43qd6e6y3nu,,,,,,,,,"Jason's friend had surgery and has gotten cancer. With the expensive treatments he needs, chemotherapy, he would need a lot of money. So he is asking for people to donate as much as possible to help his friend get the treatment he needs."
0.67753295,8dwqlohjz0l92yvdpnp6,,,,,,,,,"Jennifer is suffering from stage 2 Lymphoma, and faces a long battle with chemotherapy, etc, etc.  She could use all the financial help she can get, to help pay for treatments."
0.767100222,33tu5buevgvkyggvjwks,,,,,,,,,Jason has lymphoma. He needs money for treatment.
0.331196367,ap2jr1dvctvarsrdnzuh,,,,,,,,,yes i will tell someone about it
0.493189219,3wvw92n53j747rsgtm8v,,,,,,,,,She's in dire need of money to help with her treatments
0.121786457,h95gowkz81pwwmtgynqe,,,,,,,,,feel so bad to lending money
0.577877414,08g03pqwh2zsp0fjl82e,,,,,,,,,JENNIFER WAS SUFFERED VERY MUCH
0.553209634,j3u807rcwj86b7nl2a7w,,,,,,,,,I would describe Jason's situation as one that he has cancer. He needs donations to be able to afford to live and receive treatment for the cancer.
0.47711339,cpq6etegw5ak10wjd1vb,,,,,,,,,Jennifer has faithful friends.  Jennifer will die without chemo / a treatment plan.  The treatments are very expensive.
0.126096436,j7vmbfhetn0w0bj7jffh,,,,,,,,,"Jennifer has difficult experience of lymphoma and has to go through a bunch of treatment such as chemotherapy and radiation. Fortunately, she has a supportive friend who is helping to raise money for her treatments, but it's a long road ahead for Jennifer as well as her loved ones."
0.547190698,qjhbsm2holdtkdatowa0,,,,,,,,,Jennifer has been diagnosed with stage 2 lymphoma and has recently started treatment which she will go through every 21 days. She was down for a few days after the first round of treatment but her energy is starting to come back. 
0.864412442,665euostr33a9s7adzj3,,,,,,,,,She has cancer and undergoing treatment. Her friend is raising money to pay for those treatments.
0.343795547,qdwpt1n3tdmpr42jkoar,,,,,,,,,Jason has stage II lymphoma that was discovered after thyroid surgery. He has a heart of gold and is facing many challenges and expenses following the diagnosis. He will be receiving chemo as a treatment option. A GoFundMe campaign has been created to help with expenses. 
0.745937025,133k10dl12m1vkx5977m,,,,,,,,,Jason is suffering from an illness. He would extremely benefit from our help.
0.521559291,kpapcfss8j5ek4n9bc6b,,,,,,,,,For the next 3 to 4 months Jason's friend is going to be going through chemotherapy. It's going to be a lot of money switch he can not afford. 
0.518162084,f2vbz8u1o9v88fd1c1dm,,,,,,,,,Needs assistance for his Chemo and living expenses. 
0.06621677,bja41veyzv8fj3u4ksl1,,,,,,,,,He has cancer and needs medical attention.  Due to the terrible medical system in this country he is forced to beg online for money from strangers to pay for his treatment.
0.965072181,mbafylx1x5rmxnd9fd07,,,,,,,,,Jason has thyroid cancer. He had surgery to remove some of the diseased area but require chemo and radiation for further treatment. A friend of his is raising money to help with the expenses.
0.699415274,9vsa7zbryufq9fxvyaqp,,,,,,,,,
0.987329976,r6gaqjaofswj6mcdqrol,,,,,,,,,Jennifer is having a tough time after being diagnosed with cancer.
0.799098868,azdtwtu6y1yghh69os2s,,,,,,,,,Jennifer is not only dealing with cancer but has a lot of financial difficulties. She could use extra money to help make her treatment less stressful
0.08058968,6bw2e87x5q5csu5qqw9j,,,,,,,,,"Very hopeful, trying to stay positive and wants to help their friend in need, requesting for others to chip in to make their situation better and help provide the treatment they need."
0.971983457,z7o4np6o9bbzheksrxug,,,,,,,,,"He's suffering from Lymphoma, and isn't able to cover his bills. He's got to be a decent guy, or he wouldn't have friends willing to create a charity drive for him."
0.49697061,0r2bv1vq8fqs1el73yfr,,,,,,,,,Jason has thyroid cancer and needs money
0.692412318,y17q38535puxoh3omnc7,,,,,,,,,Jennifer is a very caring individual with a heart of gold. She was diagnosed with cancer and needs our help.
0.931860974,qp8svb1kky9h4g43yzjl,,,,,,,,,His friend has lymphoma. He will have to undergo chemotherapy and have many treatments. They will be expensive and exhausting and this is to raise money for it.
0.955476156,bl9czojpp6xf80ctj9vj,,,,,,,,,"She is doing her best to beat this and could use a little help
 Lets give her something to show her how inspiring she is."
0.412602078,4qy6rkphrcvhg0j8wjag,,,,,,,,,There is a crowd funding for a person who has lymphoma and needs funding for her chemo.  I have donated and I think you should as well.
0.065988886,4c3dybz1to3gpzumlj7m,,,,,,,,,"After having thyroid surgery like I am going to have to have in the near future, she found out she had lymphoma and has to have chemotherapy. She will have to do this for three or four months. "
0.437747815,fbf5g0woq4a6ekopm3o6,,,,,,,,,Nothing to Say.
0.277292911,ovlzcjju9o3ur43cw3bp,,,,,,,,,Jennifer has lymphoma. She needs help with expenses.
0.259338234,4ym0a7h3ndqtx249cmne,,,,,,,,,He was suffers from Stage 2 Lymphoma. His life is battle with this disease.
0.607806174,5ekq4jxc8tz86ehezsfv,,,,,,,,,Jennifer has cancer and requires a lot of expensive treatment. Her friend is aware of the aforementioned circumstances and has decided to start a gofundme page to help out Jennifer with the expenses.
0.387515958,y4dwg8l8kz0rfytjd1no,,,,,,,,,the good friend of the very happy life of the jasos of the life very interested the life of the friends and family 
0.284885837,3x8zo3tllvoy7fccr9cz,,,,,,,,, Jason is very sick with cancer. He needs treatments that cost money that he does not have. 
0.737175048,vp0s7febo9deennrjy17,,,,,,,,,"Hey! I just came across a fund raising campaign for a person Named Jennifer who is suffering from stage II Lymphoma. She is undergoing chemotherapy every 21 days for 3-4 months and she is certainly in need of some financial help to pay for her treatment. I am going to donate money, Will you be interested too?"
0.829341566,b0z4pennxvs9q8hd2ftq,,,,,,,,,Jenifer had thyroid surgery and now is suffering from a form of cancer. She must have treatments done regularly for the foreseeable future.
0.534527295,n1yxt86391pw855plxdf,,,,,,,,,Jennifer is fighting lymphoma and is in need of money for the expenses she faces. This will take months of hospital visits and treatments.
0.002622791,u3fkjl4g7preuuod68v7,,,,,,,,,She has lymphoma and is undergoing treatment for it. Her friend is trying to crowdfunding donations to help her pay for her treatments. 
0.820869871,vgdy9tzdy4lfy3cz2yhb,,,,,,,,,She has thyroid cancer. She is hoping to raise money during her friend's chemo therapy.
0.30642096,12wkyfqjyrhdagtqkc1k,,,,,,,,,"Jason has cancer and needs treatment, his friend started a crowd-sourcing campaign to raise money to help offset the cost of the ongoing treatment. I decided to not contribute to this since I don't care about other people I do not know but I know you do this to make yourself feel better.I would be happy to shoot you an text with the link to the site if you want it. "
0.92564786,j9bwgj8qo0vosljjbkag,,,,,,,,,I would describe Jennifer's situation as a sudden medical need that is causing her financial and emotional stress. I would ask my friend to help in anyway they can.
0.078304574,gd4bau4h5fka01f10wsv,,,,,,,,,Goog
0.63958181,jh598ohh94alfd0ncl2q,,,,,,,,,Jason has thyroid problems and cancer. His friends are rasing money to help him because he is a really nice guy that they care about. 
0.41613445,8bt77nyd50mer69yoxps,,,,,,,,,Jason's situation is hard to be happy when you've based your entire existence around the presence of someone else in your life.
0.980484269,ozrvrbnced41vzdkr6cu,,,,,,,,,She have a heart of gold
0.590320709,ttktmqz8d3jlufmws20y,,,,,,,,,jason is sock with cancer and he would like help with money
0.018202143,28royh4elots9bq3drky,,,,,,,,,He is in a critical situation. He needs every help he can get
0.702460446,fj7l2c7o0jrt5do12g9u,,,,,,,,,Jason has cancer and now has to go through chemotherapy. Chemo is difficult on the body and he's have a rough time but he's determined to get through this.
0.303788443,ba47ad60azyw64fvy2vm,,,,,,,,,Jennifer is a good person who needs your help. She has Stage 2 lymphoma and she needs some donations to help with her condition.
0.880674678,p1zkz4zfrqb5jh737oaq,,,,,,,,,"There's a cancer patient in need, it's a campaign run by his friend, not even his own family. He didn't even know he had cancer before a botched-up surgery for his thyroid!"
0.319094791,338320tnxga03qond43p,,,,,,,,,He has cancer.  His treatment will be multiple times a week for multiple weeks.  He needs money to help pay for this.
0.621457107,oe4ykh0sy1t4y79l9tpl,,,,,,,,,Jennifer had thyroid problems which turned into stage 4 lymphoma.  She is in chemotherapy right now and will be in treatment for a while. 
0.469639786,8cty3y8junlpgpckgocm,,,,,,,,,"After having thyroid surgery Jennifer was told she has lymphoma. She's undergoing chemo and probably will receive radiation, I don't think either is appropriate."
0.864103271,67br1oo95q8d85zxv0ky,,,,,,,,,"his toilette in his own room before waking his friend, and to instruct him to feign ... But these machinations were dissolved into thin air at the sight of Jennifer, ... in consequence of reduced circumstances, by marrying a small shipmaster"
0.352874782,p9ydc0ca2fju4j6yk4mn,,,,,,,,,She is sick and needs help paying for her hospital bills. Any amount will help her do that.
0.894925427,c5osu4kdqjryxzlwszvv,,,,,,,,,"BTHIS WORK IS VERNY SIMPLI
GOOD WORK"
0.261362571,9h1l6jf0p7kkbxrtevvl,,,,,,,,,Jennifer's case is really something painful and needs to be attend to so she won't feel helpless and thanks to her friend for staying with her and doing the best she can 
0.473135362,p999m366x4m6njwuxs0b,,,,,,,,,Jennifer has been stricken with so many health problems and is now in the throes of chemo. I'm donating to her need for financial help - hopefully she can get enough to support hiring some convenience like housekeeping or chemo massages or something that eases the stress and pain a bit.
0.455985382,e6cr1dtn0njqypvbv7ru,,,,,,,,,Jason is suffering from lymphoma and will undergo chemo for the next few months. Jason was suffering some minor nausea from his first treatment but has a long road of recovery. Each round of chemo will be every few weeks. Jason's best friend has raised a fundraiser to contribute money to his recovery.
0.991416841,2vl96m2ven7yj5hrm2qx,,,,,,,,,"Jennifer had surgery on her thyroid, and then found out she has cancer. She has to undergo repeated treatments for her cancer."
0.661514417,ey7f5v8tj6hds6479ks4,,,,,,,,,
0.824861227,h6bup50meaw5nacm5lge,,,,,,,,,"Jennifer was diagnosed with lymphoma, a type of cancer. This is a rare cancer, and her mother is rightfully in shock and sad for her daughter."
0.556770526,j3n3amz0zy1u0m89hnao,,,,,,,,,Jennifer had a complicated thyroid surgery and was diagnosed with stage 2 lymphoma. She appears to be a fighter and is currently undergoing chemotherapy treatment over the next three to four months. Initially the chemo made her weak and listless but she has gained some strength over time. 
0.061988062,w0uon9ebjy5lf728atv4,,,,,,,,,jennifer's complicated of thyroid surgery and diagonesd stage 2 lymphoma
0.378924791,g8sjl7h896xxnx9jacze,,,,,,,,,"Jason has Lymphobia II and is in the hospital now undergoing treatment.  He is looking at months of chemo and radiation, but is willing to fight as hard as he can to overcome this hideous disease.  "
0.208197724,u7koqqafznwbgpjhhm48,,,,,,,,,Jason has a form of cancer. He's going to be in aggressive treatment for the next several months. 
0.016352355,crvomu4wcsfype7noevf,,,,,,,,,Jason was diagnosed with stage 2 lymphoma. I guess he's got a good support system since his friend has set up an account to take donations for Jason's treatment.
0.159849537,538otqbgyv69rmgutza6,,,,,,,,,he has lymphoma and is going through chemo. it makes him nauseous
0.690338384,oba33yo04nsxf2ffxrr2,,,,,,,,,"Jason is experiencing a very unfortunate diagnosis, but he should be okay after going through a rough few months.  He's lucky they caught it when they did.  We need to pray for him, and help him through this situation, if we can. "
0.052413954,sa5yy3mo2f01rta5m7rf,,,,,,,,,"There is an aquaintance of mine who was diagnosed with Lymphoma following a thyroid surgery. Although she has experienced fatigue and nausea, she is strong and ready to fight her battle with Lymphoma."
0.747318008,qhw1y91s0p00e0b95zr5,,,,,,,,,"I will say that it is general, I believe she will go abot this situation very professional "
0.478953942,ezgdxtkvrsnghr8moz0h,,,,,,,,,"Jennifer has Lymphoma and no insurance, so she has to foot the bill herself but is unable to walk, much less go to work.  Please help her!  Donate anything you can.  Please also vote for Medicare for all so we can STOP other people from ending up in this terrible situation.  Money should not be something a sick person has to worry about.   "
0.974858801,6osbp59hdv56r3c2bxzl,,,,,,,,,Jason was diagnosed with cancer and is maintaining a positive attitude. He is currently undergoing chemotherapy and is raising money to pay for his medical bills. 
0.965709223,1pl3kh9x9b0yxrv7b93b,,,,,,,,,Jennifer is suffering from the cancer lymphoma.  She is in dire need of financial assistance to help her afford her treatments.
0.484144002,6l87t27xdghk0d94lbqc,,,,,,,,,"She is very sick, and her good friends want to help her with her bills."
0.79839578,bp9hx059afdp7zwtla1e,,,,,,,,,"I would say that Jason has is in a tough situation with the cancer. However, being the cancer is stage 2, he probably has a fair chance of recovery."
0.335068785,k2j2f9fk70gl50oy6mnt,,,,,,,,,I would say that after a difficult surgery on thyroid gland Jason was diagnosed with cancer and now requires chemotherapy. I would say that he has struggled a lot but holds an optimistic view.  
0.29912808,omg6z3z15pp8689abkvu,,,,,,,,,She is suffering from a hard stage of cancer and needs treatment. She is a good person with a heart of gold but is going on a cancer journey of treatmentns and needs help financially. 
0.680780544,71a6z41v2kbfvk1zlq3b,,,,,,,,,She needs critical help to battle lymphoma.
0.579955815,z1ae8bk5ytxt528swf1l,,,,,,,,,Jennifer is a really good person who has fallen on some really bad circumstances.
0.940968808,r456gpoh80y2rt0gk7oq,,,,,,,,,Jennifer's situation has been in most difficulty . She has to be trouble in more times
0.147172135,nek5amnrdfpnq6g6zdhj,,,,,,,,,"She has a gold heart 
But unfortunately she was diagnose with stage ll lymphoma"
0.908804217,ep5sqappqdz73xdp84ww,,,,,,,,,Justin has lymphoma and he really needs help. Donations will help him and his family 
0.458416565,ey6mv6vdd5v00ys9pb74,,,,,,,,,Jennifer is newly diagnosed with lymphoma. Her best friend is asking for monetary assistance.
0.882615747,txdzogcqb1xg1m5uoz8r,,,,,,,,,Its really hard. I feel very heavy. He cannot behave normal at this situation. If I were his friend surely i wont leave him anywhere alone.
0.108273481,eqsb8rkfq10wq8eunen1,,,,,,,,,He is suffering stage 2 cancer. He is seeking donations.
0.399916925,nyy3k9oq62p9qszywbo0,,,,,,,,,Fighting cancer and needs all the help that he can get.
0.7724192,9s77jt42pd9hqzl15rl7,,,,,,,,,"He just finished surgery for a thyroid problem. Then, he was diagnosed with Stage 2 Lymphoma. He will need treatment every 3 weeks for the next 4 months."
0.854823484,boe4w11xrvwledav49e0,,,,,,,,,shes someone who is battling a disease and her best friend is trying to raise money to help pay for her treatment. Shes recovering 
0.519547988,30vbbz2bu860edwvq2t3,,,,,,,,,Jason is suffering with cancer. He needs money to help his recovery.
0.59982527,eo30gqwxsjjsguygatxt,,,,,,,,,It is a hard decision to make. There would be a lot of different emotions surrounding her choice. 
0.712728947,cel781fw6o1fh1yxa2tu,,,,,,,,,It's not good. She is getting treatment for Lymphoma and is in need of financial assistance
0.83611805,6q3k1sgtwg0f61lap9zp,,,,,,,,,Jason was diagnosed with cancer and is currently undergoing chemotherapy over the next few month's. It sounds like he is responding well.
0.833071441,gqxxk4crz30pgdtefc7y,,,,,,,,,Help required! NEED YOUR HAND TO GIVE LIFE TO jennifer!
0.555944507,u5z2polujpfsy3yjv49z,,,,,,,,,He has lymphoma stage 2. He will be receiving chemo/radiation treatments for the next 3-4 months.
0.150421773,a5rexfnxkgpma4p6d034,,,,,,,,,As I have recently come across about the Jason's situation and I have agreed to to donate $35 I kindly recommend you to donate as much you can possible for the needy people. Thanks
0.397146259,kvg9zhtt09fdgyqppldr,,,,,,,,,She has a horrible disease and she needs help to get through it.
0.714939099,krbw26ugqh5mcmym70vj,,,,,,,,,"He his undergoing chemo treatment for a debilitating disease.
Donations to help with the process would be needed and appreciated."
0.462436482,f5lykrhswhp3j6asc2p7,,,,,,,,,Jennifer was recently diagnosed with lymphoma and has begun receiving chemotherapy treatments. Her friend is trying to raise money to help Jennifer with the upcoming expenses she will incur due to her treatment.
0.155692408,n2teo6f8eudoq9275mps,,,,,,,,,"Jason had his thyroid removed and then developed lymphoma stage 2. He has to receive treatments for the next 21 days, but his cancer will affect him for his life. "
0.572031534,k01c9ztctrfl7lxp6ee0,,,,,,,,,Life always have up and down .life is hard and sometimes something will happen to you or someone around you.that would be good or bad. Unfortunately Jason's got cancel and job is to support him
0.173902596,mzrf3x8gg1sdwgj3xfvf,,,,,,,,,"It is a worrisome situation.
The girl is going through a lot."
0.657070314,u2xuuha350eumjohw3vv,,,,,,,,,This is an individual who has stage 2 lymphoma. Her friend is currently raising money to help her with related expenses for medical treatments as she has to do chemotherapy among other things. 
0.611771073,9otgq7ajwmtbx4az31k0,,,,,,,,,She is undergoing a journey of life or death and needs the help financially to get through the crisis in her life.She needs to focus om the help in her health rather then worry about money.
0.94150627,5noehr9qfjgbj3zsb68x,,,,,,,,,Jennifer is a nice woman. She is currently undergoing treatment for stage 2 lymphoma 
0.697126326,4o1ts2w2ms47scjn6c9k,,,,,,,,,Jennifer's situation is really sad. She's going through a tough time and any help is appreciated.
0.315796788,yhema8aa5lfal2jbce4o,,,,,,,,,NPOTHING
0.855708835,nr9k35rhd9wze0cnyk5h,,,,,,,,,very critical situation and he as very sad
0.35610008,bv7u46d8t1p0tc1bukx1,,,,,,,,,Jason was diagnosed with Stage 2 Lymphoma. He will need treatment for 21 days over 3-4 months.
0.671055519,v31p8w0u4nawxm9jngd0,,,,,,,,,He has Lymphoma.  He will have substantive medical treatment costs.
0.531977977,v7754un85knje4vmndao,,,,,,,,,A young girl has lymphoma after having thyroid surgery and will be undergoing chemotherapy for the next 3-4 months.  
0.342235038,wd4n7maedc98d9mekdv0,,,,,,,,,Us friend health is good
0.233150637,nrecnk2epquz7hq8830l,,,,,,,,,She has a severe illness that is going to take many medical treatments to resolve. She has to go to the hospital monthly and that will be costly. 
0.339697891,5xbk6kgv41zftf7dxwk5,,,,,,,,,I believe that Jennifer's situation is a difficult one. It is a situation that commands a lot of respect. 
0.756402401,5f3qkcpfenje8yp6xvj2,,,,,,,,,Jason is in a critical condition and needs to undergo chemotherapy
0.529936724,tdquo44dph4kxv233hwk,,,,,,,,,good friend
0.047078133,8syrtudkpdg9uq1yl5kw,,,,,,,,,This poor woman is battling cancer. She will have to undergo chemo for quite a while.
0.133058146,rus3jzravge9a2r6ypme,,,,,,,,,his situation is complicated after completing surgery.. 
0.981553906,y469pu2sjowbs985mf7n,,,,,,,,,Jennifer has Stage II Lymphoma.  She will have to undergo many chemotherapy treatment and perhaps radiaton treatments.
0.073293077,e5qfp7r31sxb06mnvbbc,,,,,,,,,Jennifer is battling lymphoma. She will undergo 3-4 months of chemo treatments every 21 days. 
0.230670904,1ytud4vmw5jy90aoth1e,,,,,,,,,Jason has severe medical issues stemming from complications after a surgery. He needs additional funding for the treatment he requires so he has a chance of recovery.
0.967533298,un1w3o0f9bl6dd8ls17g,,,,,,,,,Jason situation is to critical and it would be helpful by donating the money in such kind situation.
0.362447826,tlvxfdb2qr22plnqbr2b,,,,,,,,,"Jason is play cricket The 21st Annual Bowl for Jason's Friends event was held Saturday, March 2, 2019 where we honored and CELEBRATED the almost 1000 bowlers "
0.396974289,jkqlbx0qaqs1xuq76hfl,,,,,,,,,"This person had surgery on her thyroid and then afterward, found out that she had cancer. Her friend is raising money to help with the expensive treatment and other expenses."
0.516250901,gauyyczl6ubb399q0sy7,,,,,,,,,lymphoma victim
0.53725595,k13aa8pp14o469pm8wt0,,,,,,,,,Jason is sick with a severe disease and is undergoing chemotherapy.  He is a nice person and didn't do anything to bring his condition upon himself.
0.736283493,znzrawjheyvotx7051pj,,,,,,,,,"She has stage 2 lymphoma which will require many chemo administrations. She is a good person and friend, and her friend wants to get her financial assistance to assist with any expenses while she is getting treatment."
0.98384038,vy1q0soqzbsjca5hzlmm,,,,,,,,,Jennifer Has lymphoma. It has taken a toll on her but she is pushing through.
0.909873076,cynrda4vuhlk9axruety,,,,,,,,,Jason is recovering from lymphoma. he has a crowd funding site to help him with bills
0.007075608,0gdfnwv8fpqz0f7mamdj,,,,,,,,,It is a medical need that they have and a battle that they are fighting. They would need the money to help them fight their health battle.
0.519737221,0z59tjeuk8qu8ez0scjv,,,,,,,,,"Jason is having to undergo chemo therapy, as he has just been diagnosed with cancer. He will have to have regular chemo in order to beat the disease, and it's going to take a lot out of him."
0.437335279,znkb3xuad59xj0zs6t02,,,,,,,,,"Jason has had his hands full with several medical conditions, and now he has turned up with lymphoma after his recent surgery. He is currently undergoing cancer treatment, including chemotherapy, and fortunately so far it looks like he's tolerating it pretty well. Less fortunately, this is going to cost a lot of money that he doesn't have, and has no way of earning. He needs some outside help to continue his treatments.  Otherwise he might not recover. "
0.089596626,c89tktdgyfv39fa8owh6,,,,,,,,,lymphoma is a cancer lymphatic system and she needs donation to do surgery
0.374650467,ey9e56z7puncwdt8vvzc,,,,,,,,,Jason has been battling cancer for few months at this point. He suffers a lot of terrible symptoms and deserves to win this long battle.
0.959998652,t0zxe81qsknwsqt05glg,,,,,,,,,"jason want help to live , so i want to donate"
0.361428312,xwz8238tb4qyc75qagqe,,,,,,,,,Jennifer was diagnosed with stage two lymphoma and needs money to pay for future unforseen circumstances.
0.532229247,xrx15gtj5ogfzd3tl3yo,,,,,,,,,Jennifer's situation is a sad one.
0.704483654,d236pmr3c9yt3eo1ooap,,,,,,,,,Sounds very rough but much more treatable then most other cancers. Doing what he is doing and trying to make things easier for him is the way to go. A positive attitude can be the tipping point in overcoming something.
0.774368973,rwwg46f80qn51t2dukcn,,,,,,,,,jason needs help recovering from lymphoma. you can help jaosn by donating to his cause. 
0.385533711,7bjvv6vozpp6sf762s6k,,,,,,,,,He has a thyroid issue.
0.405454176,58en7echlo84uxxnwsx4,,,,,,,,,good
0.57010102,ypf7ln5bxevp8xe82mvr,,,,,,,,,Jason is undergoing cancer treatment. He requires help to pay for his medical expenses.
0.888202004,ekqs0jq7yy1ckj4cuwh5,,,,,,,,,He has lymphoma and has to have chemo treatments.  He might also need radiation treatments.
0.771698019,v46fdm98gfe32crwdz8e,,,,,,,,,He's got lymphoma and he's going through 21 weeks of chemo to treat it.
0.578766033,qlchld36cafn8b037ahr,,,,,,,,,Jennifer is in need and we who have the ability to help her need to do so. Jennifer has cancer and will be under going chemo in hopes to eliminate the cancer.
0.177525037,b5oh7of05k7ml55nqhal,,,,,,,,,She had a complicated surgery and developed lymphoma. She's going to have to go through chemotherapy for a few months and that'll be expensive. 
0.031296428,zaz2g1nypvu5pb0lwhk0,,,,,,,,,Jennifer's friend had surgery which she needs to recover from and needs to remove lymph. The fund is to help support her financial bills.
0.878090957,jd68dxtclbfudld0v7ey,,,,,,,,,Jason was diagnosed with Lymphoma and is undergoing chemo and radiation. His best friend is raising money to help.
0.280224084,9ky1epemrgng8r0emvdq,,,,,,,,,Jennifer was diagnosed with Stage II Lymphoma. She needs money for treatments.
